Role,RoleDescription,CapabilityId,CapName,CapabilitiyGroupName,ComponentName
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,AML.SCENARIO.CREATE,"Create Scenarios, Headers and Routing Groups",Anti-Money Laundering Scenarios,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,AML.ALERTS.ACCESS.SEARCH,Access Alert Search,Anti-Money Laundering Alerts,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,AML.SCENARIO.TEST,Test Scenarios,Anti-Money Laundering Scenarios,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,AML.CLEAR_CACHE,Clear Cache,Anti-Money Laundering Administration,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,AML.CASE.PRINT,Print Cases for Anti-Money Laundering,Anti-Money Laundering Cases,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,AML.RISK_ASSESSMENTS.ACCESS.SEARCH,Access Risk Assessments Search,Anti-Money Laundering Risk Assessment,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,AML.ALERTS.ACCESS.CLOSED,Access Closed Alerts,Anti-Money Laundering Alerts,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,AML.SCENARIO.EDIT,"Edit Scenarios, Headers and Routing Rule Groups",Anti-Money Laundering Scenarios,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,FCF.ENTITY.ACCESS,Access Entity,Anti-Money Laundering Alerts,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,AML.HOME.ACCESS.SA,Access AML Scenario Administrator,Anti-Money Laundering Scenarios,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,FCF.CASE.PRINT,Access Print Case Reports,Compliance Solutions Cases,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,AML.RISK_ASSESSMENTS.ACCESS.CLOSED,Access Closed Risk Assessments,Anti-Money Laundering Risk Assessment,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,AML.RISK_ASSESSMENTS.ACCESS.AVAILABLE,Access Available Risk Assessments,Anti-Money Laundering Risk Assessment,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,FCF.SERVICES.ACCESS.ALL,Access Compliance Solutions REST Services,Compliance Solutions Services,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,FCF.ACCESS.SEARCH.CASES,Access Search Cases Page,Compliance Solutions Cases,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,AML.ALERTS.ACCESS.AVAILABLE,Access Available Alerts,Anti-Money Laundering Alerts,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,AML.SCENARIO.IMPORT,Import Scenarios,Anti-Money Laundering Scenarios,Compliance Solutions Mid 7.1
Anti-Money Laundering: Scenario Administrator User,Anti-Money Laundering Scenario Administrator User,AML.SCENARIO.EXPORT,Export Scenarios,Anti-Money Laundering Scenarios,Compliance Solutions Mid 7.1
CASE_ADMIN,Users who administer Case Management.,Print Case,Print Case,Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,Search Incidents,Search Incidents,Incident,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,Upload UI Definitions,Upload UI Definitions,Administration,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,View ECM Hub Link,View ECM Hub Link,Visual Analytics,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,Search EFiles,Search EFiles,EFile,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,Search Reports,Search Reports,Report,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,Upload Custom Properties,Upload Custom Properties,Administration,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,Search Cases,Search Cases,Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,View Documentation,View Documentation,Administration,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,Upload Report Configuration,Upload Report Configuration,Administration,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,Upload Search Configuration,Upload Search Configuration,Administration,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,Refresh Labels,Refresh Labels,Administration,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,Search Parties,Search Parties,Party,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,Clear Cache,Clear Cache,Administration,Ent Case Mgmt Mid-Tier 6.3
CASE_ADMIN,Users who administer Case Management.,Bulk Load Index,Bulk Load Index,Search,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Refresh Labels,Refresh Labels,Administration,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Bulk Load Index,Bulk Load Index,Search,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Add Attachment To EFile,Add Attachment To EFile,EFile,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Delete Any EFile Comment,Delete Any EFile Comment,EFile,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Add Comment To Any EFile,Add Comment To EFile,EFile,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Subscribe to Any Party,Subscribe to Any Party,Party,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Delete Any Party Attachment,Delete Any Party Attachment,Party,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Create Party,Create Party,Party,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,View ECM Hub Link,View ECM Hub Link,Visual Analytics,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Search EFiles,Search EFiles,EFile,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Add Comment To Any Party,Add Comment To Any Party,Party,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Subscribe to Any Incident,Subscribe to Any Incident,Incident,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Terminate Case Workflow,Terminate Case Workflow,Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Delete Any Case Attachment,Delete Any Case Attachment,Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Search Parties,Search Parties,Party,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Delete Any Incident Attachment,Delete Any Incident Attachment,Incident,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Print Case,Print Case,Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Clear Cache,Clear Cache,Administration,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Upload Report Configuration,Upload Report Configuration,Administration,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Upload Search Configuration,Upload Search Configuration,Administration,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Add Incident To Case,Add Incident To Case,Relational,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Delete Any Incident Comment,Delete Any Incident Comment,Incident,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Edit My Case Anytime,Edit My Case Anytime,Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Subscribe to Any EFile,Subscribe to Any EFile,EFile,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Create EFile,Create EFile,EFile,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Terminate Report Workflow,Terminate Report Workflow,Report,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Activate Report Workflow,Activate Report Workflow,Report,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Subscribe to Any Report,Subscribe to Any Report,Report,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Add Comment To Any Report,Add Comment To Report,Report,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Create Report,Create Report,Report,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Edit Party,Edit Party,Party,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Edit Incident,Edit Incident,Incident,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Activate Case Workflow,Activate Case Workflow,Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Reassign Any Case,Reassign Any Case,Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Delete Any Case Comment,Delete Any Case Comment,Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,View Documentation,View Documentation,Administration,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Upload UI Definitions,Upload UI Definitions,Administration,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Delete My EFile Comment,Delete My EFile Comment,EFile,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Edit EFile,Edit EFile,EFile,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Delete My Report Comment,Delete My Report Comment,Report,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Delete My Incident Comment,Delete My Incident Comment,Incident,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Subscribe to Any Case,Subscribe to Any Case,Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Add Comment To Any Case Anytime,Add Comment To Any Case Anytime,Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Edit My Closed Case,Edit My Closed Case,Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Edit Any Closed Case,Edit Any Closed Case,Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Create Case,Create Case,Case,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Add Attachment To Report,Add Attachment To Report,Report,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Edit Report,Edit Report,Report,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Delete My Party Comment,Delete My Party Comment,Party,Ent Case Mgmt Mid-Tier 6.3
CASE_ADVANCED,Users who can conduct Advanced Administration.,Add Comment To Any Incident,Add Comment To Any Incident,Incident,Ent Case Mgmt Mid-Tier 6.3
